ensembl_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,SYMBOL
ENSG00000260976,454.2966914938505,1.6215532975575735,0.4574681452880838,2.0497210768175686e-5,1.188817936981671e-4,GS1-120K12.4
ENSG00000261488,239.9920415093514,2.6536912716945062,0.6358142467770626,1.2853659276318002e-6,8.787124372857566e-6,RP11-757F18.5
ENSG00000261652,1502.1390687852997,1.9288080666094851,0.2941040812336811,3.2352406955969162e-12,3.942858885060111e-11,C15orf65
ENSG00000261671,33.50400043454666,8.36537822563024,3.540414588195564,7.226053937822836e-5,3.853493559834872e-4,RP11-573G6.6
ENSG00000262001,1912.7140069138097,1.5104076713043093,0.2459070980338014,5.5241340711114984e-11,6.014959114469159e-10,DLGAP1-AS2
ENSG00000263698,190.1638678340147,2.5591009522461152,1.3078400412719622,0.0010980474306019454,0.004706357382973765,RP11-408H20.3
ENSG00000265158,230.10882171247198,1.762216211154434,0.7270779200209448,5.760570500468055e-4,0.002621823925255099,LRRC37A7P
ENSG00000265246,1495.6079536572793,1.956735330323998,0.28392541658863557,3.2754578226723737e-13,4.2922781061251574e-12,RP11-663N22.1
ENSG00000267259,3042.477213755677,2.7964220672211817,0.2148959897874997,5.884441407469032e-40,3.436728827993417e-38,CTD-2008P7.9
ENSG00000268416,1184.7607278097298,2.4531421140916305,0.2977749115301217,9.774507636362943e-18,1.8173554414959528e-16,CTD-2626G11.2
